user_id,course_id,rating,enrolled,user_idx,course_idx
17,8,2.3,1,16,7
17,10,3.02,1,16,9
17,12,3.39,1,16,11
17,13,2.75,1,16,12
17,14,2.91,1,16,13
17,18,3.23,1,16,17
17,19,2.71,1,16,18
17,23,2.02,1,16,22
17,24,2.35,1,16,23
17,25,2.46,1,16,24
17,26,3.32,1,16,25
17,28,2.99,1,16,27
17,29,1.56,1,16,28
18,2,2.45,1,17,1
18,3,2.59,1,17,2
18,4,3.64,1,17,3
18,6,2.71,1,17,5
18,10,2.76,1,17,9
18,12,3.43,1,17,11
18,14,4.21,1,17,13
18,19,3.9,1,17,18
18,23,1.34,1,17,22
18,24,2.8,1,17,23
18,25,4.1,1,17,24
19,2,3.19,1,18,1
19,4,3.02,1,18,3
19,8,2.43,1,18,7
19,10,3.16,1,18,9
19,11,4.21,1,18,10
19,13,2.76,1,18,12
19,14,3.1,1,18,13
19,18,3.33,1,18,17
19,19,2.98,1,18,18
19,24,1.96,1,18,23
19,25,2.74,1,18,24
19,28,3.46,1,18,27
19,29,3.03,1,18,28
19,30,2.54,1,18,29
20,1,2.66,1,19,0
20,2,3.15,1,19,1
20,5,3.07,1,19,4
20,9,4.04,1,19,8
20,10,3.71,1,19,9
20,11,3.19,1,19,10
20,12,4.33,1,19,11
20,15,4.27,1,19,14
20,17,3.33,1,19,16
20,23,2.88,1,19,22
20,25,2.8,1,19,24
20,26,2.77,1,19,25
21,3,2.9,1,20,2
21,17,3.51,1,20,16
21,19,3.96,1,20,18
21,20,2.65,1,20,19
21,23,3.1,1,20,22
21,24,3.43,1,20,23
21,28,2.77,1,20,27
22,4,3.49,1,21,3
22,5,3.69,1,21,4
22,12,4.76,1,21,11
22,17,2.19,1,21,16
22,21,2.58,1,21,20
22,22,3.39,1,21,21
22,23,2.94,1,21,22
22,24,2.9,1,21,23
22,25,2.41,1,21,24
22,26,3.19,1,21,25
22,27,3.22,1,21,26
22,29,2.9,1,21,28
23,2,3.26,1,22,1
23,4,3.3,1,22,3
23,12,3.55,1,22,11
23,14,3.67,1,22,13
23,16,2.11,1,22,15
23,17,2.61,1,22,16
23,20,1.64,1,22,19
23,22,2.54,1,22,21
23,23,2.46,1,22,22
23,24,3.22,1,22,23
23,26,3.26,1,22,25
23,28,2.79,1,22,27
24,2,3.07,1,23,1
24,3,3.26,1,23,2
24,5,1.96,1,23,4
24,6,2.31,1,23,5
24,9,3.24,1,23,8
24,12,3.81,1,23,11
24,17,3.93,1,23,16
24,18,3.35,1,23,17
24,19,3.84,1,23,18
24,21,1.81,1,23,20
24,23,2.71,1,23,22
24,24,3.04,1,23,23
24,29,2.12,1,23,28
24,30,3.15,1,23,29
25,3,2.66,1,24,2
25,4,2.61,1,24,3
25,5,2.87,1,24,4
25,6,2.97,1,24,5
25,7,2.6,1,24,6
25,10,2.01,1,24,9
25,13,2.94,1,24,12
25,14,4.15,1,24,13
25,15,3.8,1,24,14
25,22,3.12,1,24,21
26,3,2.31,1,25,2
26,5,2.11,1,25,4
26,8,3.52,1,25,7
26,10,2.46,1,25,9
26,11,2.76,1,25,10
26,13,3.37,1,25,12
26,16,2.53,1,25,15
26,21,2.54,1,25,20
26,22,4.01,1,25,21
26,26,2.49,1,25,25
26,27,2.23,1,25,26
26,30,2.52,1,25,29
27,1,3.99,1,26,0
27,2,2.38,1,26,1
27,4,3.97,1,26,3
27,8,2.93,1,26,7
27,12,3.73,1,26,11
27,15,3.57,1,26,14
27,19,3.9,1,26,18
27,21,2.46,1,26,20
27,23,2.8,1,26,22
27,25,3.66,1,26,24
27,26,2.53,1,26,25
27,27,2.65,1,26,26
27,28,2.26,1,26,27
27,30,2.01,1,26,29
28,1,3.34,1,27,0
28,3,2.29,1,27,2
28,6,1.74,1,27,5
28,7,3.22,1,27,6
28,10,3.63,1,27,9
28,13,2.3,1,27,12
28,14,3.97,1,27,13
28,17,3.53,1,27,16
28,21,2.94,1,27,20
28,23,2.85,1,27,22
28,27,2.8,1,27,26
28,30,1.91,1,27,29
29,3,2.6,1,28,2
29,4,2.63,1,28,3
29,6,2.62,1,28,5
29,8,3.98,1,28,7
29,9,2.19,1,28,8
29,11,2.69,1,28,10
29,15,4.08,1,28,14
29,19,2.65,1,28,18
29,20,2.06,1,28,19
29,25,3.31,1,28,24
29,28,3.31,1,28,27
29,29,3.16,1,28,28
29,30,2.38,1,28,29
30,7,4.34,1,29,6
30,8,4.05,1,29,7
30,21,2.97,1,29,20
30,22,3.22,1,29,21
30,24,2.35,1,29,23
30,25,2.96,1,29,24
30,27,2.52,1,29,26
30,29,2.42,1,29,28
30,30,2.5,1,29,29
31,3,2.86,1,30,2
31,4,3.0,1,30,3
31,5,2.61,1,30,4
31,9,2.72,1,30,8
31,16,1.0,1,30,15
31,18,2.99,1,30,17
31,19,3.26,1,30,18
31,20,2.92,1,30,19
31,21,2.34,1,30,20
31,22,2.9,1,30,21
31,23,1.23,1,30,22
31,27,1.93,1,30,26
31,28,2.52,1,30,27
31,29,3.31,1,30,28
32,5,3.15,1,31,4
32,9,3.63,1,31,8
32,13,3.79,1,31,12
32,14,3.53,1,31,13
32,18,3.1,1,31,17
32,27,1.57,1,31,26
32,29,2.49,1,31,28
32,30,1.49,1,31,29
33,1,3.17,1,32,0
33,5,3.08,1,32,4
33,8,3.17,1,32,7
33,10,2.18,1,32,9
33,13,2.34,1,32,12
33,14,2.61,1,32,13
33,18,2.28,1,32,17
33,19,3.26,1,32,18
33,23,3.42,1,32,22
33,24,2.87,1,32,23
33,27,2.06,1,32,26
34,3,2.83,1,33,2
34,7,3.11,1,33,6
34,8,2.57,1,33,7
34,9,1.8,1,33,8
34,10,1.58,1,33,9
34,12,3.55,1,33,11
34,14,3.36,1,33,13
34,19,3.08,1,33,18
34,21,3.01,1,33,20
34,22,3.78,1,33,21
34,23,3.6,1,33,22
34,24,1.52,1,33,23
34,27,2.95,1,33,26
34,28,2.2,1,33,27
35,2,3.31,1,34,1
35,5,2.48,1,34,4
35,9,3.27,1,34,8
35,10,2.67,1,34,9
35,13,3.37,1,34,12
35,16,2.63,1,34,15
35,20,3.59,1,34,19
35,21,3.6,1,34,20
35,22,3.3,1,34,21
35,24,2.02,1,34,23
35,29,3.36,1,34,28
35,30,2.78,1,34,29
36,3,2.53,1,35,2
36,4,2.75,1,35,3
36,5,3.26,1,35,4
36,6,3.09,1,35,5
36,7,3.41,1,35,6
36,8,3.9,1,35,7
36,9,3.41,1,35,8
36,10,2.49,1,35,9
36,14,3.22,1,35,13
36,15,2.93,1,35,14
36,20,2.94,1,35,19
36,23,3.34,1,35,22
36,25,2.98,1,35,24
36,27,1.72,1,35,26
36,30,2.7,1,35,29
37,1,2.89,1,36,0
37,3,3.76,1,36,2
37,5,2.17,1,36,4
37,7,2.1,1,36,6
37,9,2.97,1,36,8
37,10,3.12,1,36,9
37,13,4.21,1,36,12
37,14,3.95,1,36,13
37,15,3.77,1,36,14
37,17,2.49,1,36,16
37,18,2.94,1,36,17
37,19,2.76,1,36,18
37,23,3.16,1,36,22
37,28,2.87,1,36,27
38,4,2.97,1,37,3
38,5,3.08,1,37,4
38,8,3.02,1,37,7
38,11,3.35,1,37,10
38,13,4.34,1,37,12
38,15,3.2,1,37,14
38,18,3.51,1,37,17
38,20,2.49,1,37,19
38,22,2.55,1,37,21
38,24,2.37,1,37,23
38,26,2.96,1,37,25
38,27,3.2,1,37,26
39,3,2.33,1,38,2
39,10,2.12,1,38,9
39,11,2.77,1,38,10
39,12,2.72,1,38,11
39,14,3.98,1,38,13
39,16,3.22,1,38,15
39,17,2.27,1,38,16
39,28,2.16,1,38,27
40,5,3.24,1,39,4
40,8,3.15,1,39,7
40,15,3.91,1,39,14
40,16,2.83,1,39,15
40,18,3.5,1,39,17
40,22,2.65,1,39,21
40,25,2.37,1,39,24
40,27,2.79,1,39,26
40,28,2.46,1,39,27
40,29,3.48,1,39,28
40,30,2.98,1,39,29
41,1,4.3,1,40,0
41,2,3.35,1,40,1
41,9,2.76,1,40,8
41,12,4.07,1,40,11
41,13,4.25,1,40,12
41,15,4.86,1,40,14
41,23,2.66,1,40,22
41,24,3.58,1,40,23
41,27,2.63,1,40,26
41,30,3.3,1,40,29
42,5,2.85,1,41,4
42,9,3.17,1,41,8
42,10,3.15,1,41,9
42,13,3.11,1,41,12
42,14,3.5,1,41,13
42,21,2.91,1,41,20
42,22,4.14,1,41,21
42,24,1.66,1,41,23
42,25,2.62,1,41,24
42,26,3.2,1,41,25
43,1,3.95,1,42,0
43,3,2.06,1,42,2
43,4,3.45,1,42,3
43,6,3.07,1,42,5
43,10,2.93,1,42,9
43,11,3.84,1,42,10
43,12,3.56,1,42,11
43,18,3.17,1,42,17
43,19,3.26,1,42,18
43,21,2.96,1,42,20
43,24,3.21,1,42,23
43,25,3.65,1,42,24
43,28,1.41,1,42,27
44,4,3.33,1,43,3
44,6,2.66,1,43,5
44,10,3.04,1,43,9
44,13,4.52,1,43,12
44,15,3.33,1,43,14
44,16,2.16,1,43,15
44,17,3.78,1,43,16
44,20,2.47,1,43,19
44,25,2.69,1,43,24
44,28,2.84,1,43,27
45,2,2.39,1,44,1
45,13,2.81,1,44,12
45,14,2.42,1,44,13
45,15,2.99,1,44,14
45,18,2.74,1,44,17
45,21,4.45,1,44,20
45,27,2.3,1,44,26
46,2,3.28,1,45,1
46,7,2.78,1,45,6
46,14,2.65,1,45,13
46,17,3.88,1,45,16
46,21,3.17,1,45,20
46,22,3.24,1,45,21
46,25,2.83,1,45,24
46,28,2.13,1,45,27
46,30,3.3,1,45,29
47,6,2.52,1,46,5
47,9,2.28,1,46,8
47,11,3.13,1,46,10
47,14,3.75,1,46,13
47,15,4.59,1,46,14
47,18,2.8,1,46,17
47,21,3.85,1,46,20
47,24,3.3,1,46,23
48,10,2.14,1,47,9
48,17,2.85,1,47,16
48,18,2.39,1,47,17
48,19,4.64,1,47,18
48,21,2.25,1,47,20
48,27,3.19,1,47,26
49,3,2.41,1,48,2
49,5,2.97,1,48,4
49,6,3.05,1,48,5
49,8,3.05,1,48,7
49,13,3.49,1,48,12
49,15,3.63,1,48,14
49,17,2.57,1,48,16
49,22,3.68,1,48,21
49,26,3.49,1,48,25
50,2,2.35,1,49,1
50,7,2.31,1,49,6
50,9,3.01,1,49,8
50,14,2.48,1,49,13
50,18,3.26,1,49,17
50,19,4.39,1,49,18
50,23,2.57,1,49,22
50,25,2.21,1,49,24
50,26,4.1,1,49,25
50,27,3.93,1,49,26
50,28,2.65,1,49,27
50,30,3.39,1,49,29
51,3,2.21,1,50,2
51,12,3.36,1,50,11
51,14,3.49,1,50,13
51,16,2.02,1,50,15
51,18,3.37,1,50,17
51,19,3.34,1,50,18
51,20,2.97,1,50,19
51,22,3.17,1,50,21
51,24,3.17,1,50,23
51,25,2.35,1,50,24
51,29,2.85,1,50,28
52,1,3.75,1,51,0
52,14,3.51,1,51,13
52,17,2.8,1,51,16
52,19,4.08,1,51,18
52,23,2.74,1,51,22
52,25,2.69,1,51,24
52,30,2.74,1,51,29
53,1,2.25,1,52,0
53,3,3.49,1,52,2
53,4,2.33,1,52,3
53,5,2.47,1,52,4
53,6,2.54,1,52,5
53,9,2.84,1,52,8
53,11,3.96,1,52,10
53,13,1.92,1,52,12
53,17,3.31,1,52,16
53,19,2.49,1,52,18
53,20,2.69,1,52,19
53,24,2.48,1,52,23
53,25,3.52,1,52,24
53,26,2.39,1,52,25
53,30,2.8,1,52,29
54,1,2.66,1,53,0
54,3,3.45,1,53,2
54,5,3.63,1,53,4
54,6,4.3,1,53,5
54,9,1.51,1,53,8
54,10,2.65,1,53,9
54,11,3.02,1,53,10
54,15,3.59,1,53,14
54,17,2.88,1,53,16
54,21,2.7,1,53,20
54,22,2.61,1,53,21
54,24,2.55,1,53,23
54,29,2.76,1,53,28
54,30,2.11,1,53,29
55,1,2.47,1,54,0
55,2,2.99,1,54,1
55,3,2.77,1,54,2
55,6,3.1,1,54,5
55,7,2.95,1,54,6
55,11,4.24,1,54,10
55,13,2.55,1,54,12
55,17,2.78,1,54,16
55,18,2.91,1,54,17
55,25,2.67,1,54,24
55,27,3.75,1,54,26
56,2,3.07,1,55,1
56,3,3.22,1,55,2
56,6,3.22,1,55,5
56,16,2.82,1,55,15
56,20,2.64,1,55,19
56,28,2.42,1,55,27
57,1,3.05,1,56,0
57,7,3.21,1,56,6
57,9,2.87,1,56,8
57,13,3.76,1,56,12
57,18,3.16,1,56,17
57,23,2.76,1,56,22
57,28,3.09,1,56,27
57,29,4.55,1,56,28
58,2,3.46,1,57,1
58,3,3.12,1,57,2
58,4,2.65,1,57,3
58,5,2.82,1,57,4
58,11,4.83,1,57,10
58,14,3.37,1,57,13
58,17,2.3,1,57,16
58,21,2.74,1,57,20
59,3,3.85,1,58,2
59,4,3.29,1,58,3
59,5,3.92,1,58,4
59,10,2.73,1,58,9
59,12,3.91,1,58,11
59,17,4.1,1,58,16
59,18,3.44,1,58,17
59,21,2.84,1,58,20
59,24,2.05,1,58,23
59,30,2.45,1,58,29
60,2,2.73,1,59,1
60,6,3.33,1,59,5
60,7,2.03,1,59,6
60,8,2.97,1,59,7
60,10,2.77,1,59,9
60,12,3.05,1,59,11
60,13,4.73,1,59,12
60,17,3.04,1,59,16
60,18,3.79,1,59,17
60,19,3.75,1,59,18
60,21,3.73,1,59,20
60,22,3.19,1,59,21
60,26,3.66,1,59,25
60,30,2.4,1,59,29
61,3,2.99,1,60,2
61,4,3.76,1,60,3
61,10,3.51,1,60,9
61,14,2.34,1,60,13
61,15,2.62,1,60,14
61,19,4.8,1,60,18
61,30,3.85,1,60,29
62,2,3.75,1,61,1
62,5,2.91,1,61,4
62,8,2.21,1,61,7
62,11,2.92,1,61,10
62,12,3.83,1,61,11
62,13,3.94,1,61,12
62,14,2.71,1,61,13
62,17,3.78,1,61,16
62,22,2.68,1,61,21
62,26,2.01,1,61,25
62,27,2.31,1,61,26
62,28,3.12,1,61,27
62,30,2.22,1,61,29
63,2,2.83,1,62,1
63,3,2.81,1,62,2
63,4,2.56,1,62,3
63,7,2.5,1,62,6
63,12,3.24,1,62,11
63,13,4.47,1,62,12
63,19,4.24,1,62,18
63,22,2.7,1,62,21
63,23,3.3,1,62,22
63,28,2.38,1,62,27
64,3,3.03,1,63,2
64,6,3.19,1,63,5
64,7,3.57,1,63,6
64,12,2.35,1,63,11
64,13,3.56,1,63,12
64,18,2.67,1,63,17
64,19,2.63,1,63,18
64,24,2.11,1,63,23
64,30,2.84,1,63,29
65,4,2.33,1,64,3
65,5,3.64,1,64,4
65,8,2.93,1,64,7
65,10,3.59,1,64,9
65,14,4.16,1,64,13
65,16,1.94,1,64,15
65,17,2.85,1,64,16
65,18,2.72,1,64,17
65,22,2.75,1,64,21
65,28,2.34,1,64,27
66,1,2.57,1,65,0
66,3,2.16,1,65,2
66,4,3.72,1,65,3
66,5,2.44,1,65,4
66,8,4.05,1,65,7
66,11,3.63,1,65,10
66,13,4.17,1,65,12
66,21,2.43,1,65,20
66,22,3.0,1,65,21
66,26,4.4,1,65,25
66,27,2.9,1,65,26
66,28,1.83,1,65,27
66,29,3.6,1,65,28
67,2,3.6,1,66,1
67,8,2.5,1,66,7
67,11,3.42,1,66,10
67,13,2.87,1,66,12
67,16,2.77,1,66,15
67,18,2.85,1,66,17
67,20,3.03,1,66,19
67,23,3.34,1,66,22
67,26,2.34,1,66,25
67,28,3.43,1,66,27
67,29,2.66,1,66,28
68,3,2.71,1,67,2
68,4,2.68,1,67,3
68,7,2.38,1,67,6
68,9,2.13,1,67,8
68,10,2.18,1,67,9
68,11,2.48,1,67,10
68,12,3.28,1,67,11
68,13,4.3,1,67,12
68,14,3.99,1,67,13
68,21,3.08,1,67,20
68,22,2.67,1,67,21
68,30,2.49,1,67,29
69,1,3.48,1,68,0
69,3,2.26,1,68,2
69,5,3.13,1,68,4
69,6,3.05,1,68,5
69,7,3.0,1,68,6
69,9,2.63,1,68,8
69,12,2.64,1,68,11
69,14,3.13,1,68,13
69,16,2.26,1,68,15
69,23,3.35,1,68,22
69,24,2.96,1,68,23
69,29,3.16,1,68,28
69,30,2.12,1,68,29
70,2,3.51,1,69,1
70,3,3.31,1,69,2
70,6,1.79,1,69,5
70,7,3.22,1,69,6
70,11,2.74,1,69,10
70,15,3.47,1,69,14
70,18,3.12,1,69,17
70,19,3.46,1,69,18
70,20,2.45,1,69,19
70,22,3.1,1,69,21
70,23,3.35,1,69,22
70,28,2.96,1,69,27
70,29,3.69,1,69,28
71,4,2.76,1,70,3
71,5,3.69,1,70,4
71,6,3.18,1,70,5
71,8,3.49,1,70,7
71,11,3.78,1,70,10
71,21,2.04,1,70,20
71,25,2.69,1,70,24
71,26,4.03,1,70,25
71,29,2.64,1,70,28
72,2,2.52,1,71,1
72,3,3.38,1,71,2
72,5,2.19,1,71,4
72,12,2.87,1,71,11
72,13,2.27,1,71,12
72,18,3.16,1,71,17
72,19,3.0,1,71,18
72,29,2.51,1,71,28
72,30,2.56,1,71,29
73,2,3.2,1,72,1
73,3,2.63,1,72,2
73,7,3.2,1,72,6
73,9,2.99,1,72,8
73,12,3.5,1,72,11
73,13,2.86,1,72,12
73,14,3.63,1,72,13
73,19,2.78,1,72,18
73,23,2.85,1,72,22
73,25,2.98,1,72,24
73,26,2.32,1,72,25
73,28,2.12,1,72,27
74,3,3.31,1,73,2
74,5,3.32,1,73,4
74,8,1.95,1,73,7
74,9,2.96,1,73,8
74,10,2.13,1,73,9
74,14,2.28,1,73,13
74,16,2.38,1,73,15
74,19,2.43,1,73,18
74,20,3.17,1,73,19
74,22,2.81,1,73,21
74,25,3.45,1,73,24
74,26,3.94,1,73,25
74,28,3.11,1,73,27
74,30,3.03,1,73,29
75,2,3.74,1,74,1
75,3,3.35,1,74,2
75,6,2.44,1,74,5
75,10,2.5,1,74,9
75,14,2.89,1,74,13
75,19,3.71,1,74,18
75,22,1.9,1,74,21
75,26,3.29,1,74,25
75,28,2.36,1,74,27
76,6,3.02,1,75,5
76,9,2.74,1,75,8
76,10,3.05,1,75,9
76,11,3.78,1,75,10
76,12,3.33,1,75,11
76,13,2.43,1,75,12
76,14,3.19,1,75,13
76,18,2.47,1,75,17
76,27,2.06,1,75,26
76,29,2.73,1,75,28
77,4,2.28,1,76,3
77,5,2.89,1,76,4
77,8,2.39,1,76,7
77,9,1.69,1,76,8
77,11,4.93,1,76,10
77,12,3.42,1,76,11
77,13,3.04,1,76,12
77,14,2.62,1,76,13
77,16,2.12,1,76,15
77,25,2.36,1,76,24
77,27,3.91,1,76,26
77,29,3.28,1,76,28
78,1,3.48,1,77,0
78,2,3.79,1,77,1
78,3,2.0,1,77,2
78,5,2.68,1,77,4
78,6,3.34,1,77,5
78,8,2.84,1,77,7
78,9,2.72,1,77,8
78,10,3.12,1,77,9
78,13,2.79,1,77,12
78,14,3.42,1,77,13
78,16,2.51,1,77,15
78,17,3.02,1,77,16
78,18,2.27,1,77,17
78,20,3.38,1,77,19
78,22,2.81,1,77,21
78,24,3.44,1,77,23
78,25,3.51,1,77,24
78,29,2.28,1,77,28
79,3,3.19,1,78,2
79,9,3.36,1,78,8
79,19,2.87,1,78,18
79,20,2.45,1,78,19
79,21,2.94,1,78,20
79,23,2.29,1,78,22
79,27,3.0,1,78,26
80,3,2.85,1,79,2
80,5,2.4,1,79,4
80,8,3.34,1,79,7
80,10,3.08,1,79,9
80,12,3.09,1,79,11
80,21,2.55,1,79,20
80,22,2.43,1,79,21
80,25,1.92,1,79,24
80,26,2.47,1,79,25
80,29,4.05,1,79,28
81,1,2.79,1,80,0
81,2,2.14,1,80,1
81,3,2.88,1,80,2
81,5,3.3,1,80,4
81,6,3.87,1,80,5
81,8,2.6,1,80,7
81,9,2.76,1,80,8
81,10,3.82,1,80,9
81,11,2.66,1,80,10
81,16,1.94,1,80,15
81,18,3.68,1,80,17
81,24,3.25,1,80,23
81,27,4.01,1,80,26
81,28,1.83,1,80,27
82,2,3.37,1,81,1
82,5,3.91,1,81,4
82,6,3.51,1,81,5
82,7,4.62,1,81,6
82,8,2.23,1,81,7
82,9,3.08,1,81,8
82,10,2.5,1,81,9
82,12,4.48,1,81,11
82,15,2.95,1,81,14
82,18,2.66,1,81,17
82,22,3.76,1,81,21
82,26,3.28,1,81,25
83,3,2.67,1,82,2
83,6,1.89,1,82,5
83,9,3.43,1,82,8
83,10,2.35,1,82,9
83,13,4.08,1,82,12
83,15,3.22,1,82,14
83,16,3.06,1,82,15
83,19,3.31,1,82,18
83,20,2.78,1,82,19
83,22,2.56,1,82,21
83,23,3.07,1,82,22
83,26,3.21,1,82,25
84,1,3.02,1,83,0
84,2,2.45,1,83,1
84,3,4.2,1,83,2
84,6,2.8,1,83,5
84,8,2.82,1,83,7
84,9,3.02,1,83,8
84,10,3.22,1,83,9
84,18,2.96,1,83,17
84,25,2.14,1,83,24
84,26,2.64,1,83,25
84,28,3.3,1,83,27
85,4,2.85,1,84,3
85,6,2.62,1,84,5
85,7,2.54,1,84,6
85,11,2.32,1,84,10
85,14,3.17,1,84,13
85,19,2.54,1,84,18
85,24,2.51,1,84,23
85,26,3.08,1,84,25
85,30,1.77,1,84,29
86,2,3.94,1,85,1
86,4,2.45,1,85,3
86,6,2.61,1,85,5
86,14,3.95,1,85,13
86,16,2.08,1,85,15
86,17,3.12,1,85,16
86,24,2.59,1,85,23
86,25,3.04,1,85,24
86,28,2.52,1,85,27
86,29,3.41,1,85,28
87,4,2.42,1,86,3
87,6,3.44,1,86,5
87,7,2.38,1,86,6
87,8,2.91,1,86,7
87,12,4.25,1,86,11
87,13,3.33,1,86,12
87,16,3.09,1,86,15
87,17,2.55,1,86,16
87,18,3.02,1,86,17
87,28,2.57,1,86,27
88,10,2.68,1,87,9
88,11,2.3,1,87,10
88,16,2.37,1,87,15
88,17,2.71,1,87,16
88,18,3.8,1,87,17
88,19,3.3,1,87,18
88,20,3.03,1,87,19
88,29,4.59,1,87,28
89,2,2.89,1,88,1
89,3,2.64,1,88,2
89,5,2.89,1,88,4
89,7,2.3,1,88,6
89,12,3.16,1,88,11
89,13,4.54,1,88,12
89,14,4.84,1,88,13
89,18,1.37,1,88,17
89,19,3.11,1,88,18
89,20,2.91,1,88,19
89,21,2.84,1,88,20
89,22,2.69,1,88,21
89,23,3.61,1,88,22
89,27,3.57,1,88,26
89,28,1.97,1,88,27
89,29,2.08,1,88,28
90,2,2.3,1,89,1
90,5,2.82,1,89,4
90,13,3.44,1,89,12
90,16,2.2,1,89,15
90,18,2.65,1,89,17
90,19,3.09,1,89,18
90,21,3.63,1,89,20
90,26,3.21,1,89,25
91,4,3.01,1,90,3
91,9,2.43,1,90,8
91,13,2.84,1,90,12
91,17,3.31,1,90,16
91,20,2.59,1,90,19
91,21,3.93,1,90,20
91,27,2.32,1,90,26
91,29,2.44,1,90,28
92,1,3.93,1,91,0
92,2,3.2,1,91,1
92,4,3.09,1,91,3
92,7,3.21,1,91,6
92,15,2.82,1,91,14
92,17,2.02,1,91,16
92,19,2.45,1,91,18
92,23,2.5,1,91,22
